ten_phuong_tien,so_chuyen,diem_di,diem_du_kien,diem_den,doi_lenh_tuyen,route_hien_thi,cu_ly_co_hang_km,cu_ly_khong_hang_km,he_so_co_hang,he_so_khong_hang,khoi_luong_van_chuyen_t,khoi_luong_luan_chuyen,dau_tinh_toan_lit,cap_them,doi_lenh,ly_do_cap_them,so_luong_cap_them_lit,cay_xang_cap_them,ngay_di,ngay_den,ngay_do_xong,nhom_cu_ly,loai_hang,ghi_chu,thang_bao_cao,created_at
HTV-203,4,,,,,,0,0,0,0,0,0,36,1,0,"Dầu ma nơ tại bến Cảng Long Thuận (ĐN) 01 chuyến x 36 lít",36,,2025-12-10,2025-12-14,2025-12-18,,"Than đá",,2025-12,"2025-12-18 00:00:00"
HTV-203,5,"Tuấn An Phú (BD)","XM Hạ Long (HP)","XM Hạ Long (HP)",,"Tuấn An Phú (BD) → XM Hạ Long (HP)",70,0,0.00054,2.71,1951.58,136610.6,263.47,0,0,,0,,2025-12-18,2025-12-20,2025-12-20,ngan,Clinker,,2025-12,"2025-12-20 00:00:00"
HTV-203,5,,,,,,0,0,0,0,0,0,36,1,0,"Dầu ma nơ tại bến Tuấn An Phú (BD) 01 chuyến x 36 lít",36,,2025-12-18,2025-12-20,2025-12-20,,Clinker,,2025-12,"2025-12-20 00:00:00"
HTV-203,5,"XM Hạ Long (HP)","Phao SSV01 (Nhà Bè)","Phao SSV01 (Nhà Bè)",,"XM Hạ Long (HP) → Phao SSV01 (Nhà Bè)",0,5,0.00083,4.26,0,0,21.3,0,0,,0,,2025-12-20,2025-12-20,,ngan,"Không hàng",,2025-12,"2025-12-20 00:00:00"
HTV-203,6,"Phao SSV01 (Nhà Bè)","Tuấn An Phú (BD) （Đổi lệnh）","Tuấn An Phú (BD)","[{""point"":""Cầu Đồng Nai"",""reason"":""Đổi lệnh"",""note"":""""},{""point"":""Tuấn An Phú (BD)"",""reason"":"""",""note"":""""}]","Phao SSV01 (Nhà Bè) → Tuấn An Phú (BD) （Đổi lệnh） → Cầu Đồng Nai (Đổi lệnh) → Tuấn An Phú (BD)",111,0,0.00053,2.69,1949.08,216347.88,413.25,0,1,,0,,2025-12-21,2025-12-26,2025-12-27,trung_binh,"Thạch cao",,2025-12,"2025-12-27 00:00:00"
HTV-203,7,"Tuấn An Phú (BD)","TN Phú Hữu","TN Phú Hữu",,"Tuấn An Phú (BD) → TN Phú Hữu",50,0,0.00052,2.66,1946.93,97346.5,183.62,0,0,,0,,2025-12-27,2025-12-30,2025-12-31,ngan,Clinker,,2025-12,"2025-12-31 00:00:00"
HTV-203,7,,,,,,0,0,0,0,0,0,72,1,0,"Dầu ma nơ tại bến nhận hàng Tuấn An Phú (BD)->TN Phú Hữu 01 chuyến (36 lít+36 lít) x 72 lít",72,,2025-12-27,2025-12-30,2025-12-31,,Clinker,,2025-12,"2025-12-31 00:00:00"
HTV-05,2,"BMT Long Xuyên (Thốt Nốt)","XM Kiên Lương （Đổi lệnh）","Cảng Long Thuận (ĐN)","[{""point"":""Ụ Trần Hiên"",""reason"":""SC"",""note"":""""},{""point"":""Lung Lớn"",""reason"":""Đổi lệnh"",""note"":""""},{""point"":""Cảng Long Thuận (ĐN)"",""reason"":"""",""note"":""""}]","BMT Long Xuyên (Thốt Nốt) → XM Kiên Lương （Đổi lệnh） → Ụ Trần Hiên (SC) → Lung Lớn (Đổi lệnh) → Cảng Long Thuận (ĐN)",0,510,0.000479,1.753,0,0,894.03,0,1,,0,,2025-12-08,2025-12-20,,dai,"Không hàng",,2025-12,"2025-12-20 00:00:00"
HTV-05,3,"Cảng Long Thuận (ĐN)","XM Kiên Lương","XM Kiên Lương",,"Cảng Long Thuận (ĐN) → XM Kiên Lương",334,0,0.000479,1.753,914.4,305409.6,731.79,0,0,,0,,2025-12-07,2025-12-24,2025-12-26,dai,"Than đá",,2025-12,"2025-12-26 00:00:00"
HTV-05,3,,,,,,0,0,0,0,0,0,28,1,0,"Dầu ma nơ tại bến Cảng Long Thuận (ĐN) 01 chuyến x 28 lít",28,,2025-12-07,2025-12-24,2025-12-26,,"Than đá",,2025-12,"2025-12-26 00:00:00"
HTV-05,3,"XM Kiên Lương","Phao SR04 (QX)","Phao SR04 (QX)",,"XM Kiên Lương → Phao SR04 (QX)",0,309,0.000479,1.753,0,0,541.68,0,0,,0,,2025-12-27,2025-12-29,,dai,"Không hàng",,2025-12,"2025-12-29 00:00:00"
HTV-202,1,"TN Phú Hữu","Tuấn An Phú (BD)","Tuấn An Phú (BD)",,"TN Phú Hữu → Tuấn An Phú (BD)",0,50,0.00052,2.66,0,0,133,0,0,,0,,2025-11-30,2025-12-01,,ngan,"Không hàng",,2025-12,"2025-12-01 00:00:00"
HTV-202,1,"Tuấn An Phú (BD)","TN Phú Hữu","TN Phú Hữu",,"Tuấn An Phú (BD) → TN Phú Hữu",50,0,0.00052,2.66,2024.46,101223,185.64,0,0,,0,,2025-12-02,2025-12-02,2025-12-07,ngan,Clinker,,2025-12,"2025-12-07 00:00:00"
HTV-202,1,,,,,,0,0,0,0,0,0,72,1,0,"Dầu ma nơ tại bến nhận hàng Tuấn An Phú (BD)->TN Phú Hữu 01 chuyến (36 lít+36 lít) x 72 lít",72,,2025-12-02,2025-12-02,2025-12-07,,Clinker,,2025-12,"2025-12-07 00:00:00"
HTV-202,1,"TN Phú Hữu","Tuấn An Phú (BD)","Tuấn An Phú (BD)",,"TN Phú Hữu → Tuấn An Phú (BD)",0,50,0.00052,2.66,0,0,133,0,0,,0,,2025-12-07,2025-12-08,,ngan,"Không hàng",,2025-12,"2025-12-08 00:00:00"
HTV-202,2,"Tuấn An Phú (BD)","TN Phú Hữu","TN Phú Hữu",,"Tuấn An Phú (BD) → TN Phú Hữu",50,0,0.00052,2.66,2015.44,100772,185.4,0,0,,0,,2025-11-30,2025-12-09,2025-12-09,ngan,Clinker,,2025-12,"2025-12-09 00:00:00"
HTV-202,2,,,,,,0,0,0,0,0,0,72,1,0,"Dầu ma nơ tại bến nhận hàng Tuấn An Phú (BD)->TN Phú Hữu 01 chuyến (36 lít+36 lít) x 72 lít",72,,2025-11-30,2025-12-09,2025-12-09,,Clinker,,2025-12,"2025-12-09 00:00:00"
HTV-202,2,"TN Phú Hữu","Cảng Long Thuận (ĐN)","Cảng Long Thuận (ĐN)",,"TN Phú Hữu → Cảng Long Thuận (ĐN)",0,22,0.00069,3.601,0,0,79.22,0,0,,0,,2025-12-10,2025-12-10,,ngan,"Không hàng",,2025-12,"2025-12-10 00:00:00"
HTV-202,3,"Cảng Long Thuận (ĐN)","Tuấn An Phú (BD)","Tuấn An Phú (BD)",,"Cảng Long Thuận (ĐN) → Tuấn An Phú (BD)",72,0,0.00054,2.71,1800.19,129613.68,265.11,0,0,,0,,2025-12-09,2025-12-14,2025-12-14,ngan,"Than đá",,2025-12,"2025-12-14 00:00:00"
HTV-202,3,,,,,,0,0,0,0,0,0,36,1,0,"Dầu ma nơ tại bến Cảng Long Thuận (ĐN) 01 chuyến x 36 lít",36,,2025-12-09,2025-12-14,2025-12-14,,"Than đá",,2025-12,"2025-12-14 00:00:00"
HTV-202,4,"Tuấn An Phú (BD)","Phao BP11 (Nhà Bè)","Phao BP11 (Nhà Bè)",,"Tuấn An Phú (BD) → Phao BP11 (Nhà Bè)",65,0,0.00054,2.71,2038.34,132492.1,247.7,0,0,,0,,2025-12-14,2025-12-17,2025-12-19,ngan,Clinker,,2025-12,"2025-12-19 00:00:00"
HTV-202,4,,,,,,0,0,0,0,0,0,72,1,0,"Dầu ma nơ tại bến nhận hàng Tuấn An Phú (BD)->Phao BP 11 (Nhà Bè) 01 chuyến (36 lít+36 lít) x 72 lít",72,,2025-12-14,2025-12-17,2025-12-19,,Clinker,,2025-12,"2025-12-19 00:00:00"
HTV-202,4,"Phao BP11 (Nhà Bè)","TN Phú Hữu （Lãnh vật tư）","Fico Tây Ninh","[{""point"":""Fico Tây Ninh"",""reason"":"""",""note"":""""}]","Phao BP11 (Nhà Bè) → TN Phú Hữu （Lãnh vật tư） → Fico Tây Ninh",0,220,0.00053,2.69,0,0,591.8,0,1,,0,,2025-12-19,2025-12-25,,dai,"Không hàng",,2025-12,"2025-12-25 00:00:00"
HTV-202,5,"Fico Tây Ninh","Fico Hiệp Phước","Fico Hiệp Phước",,"Fico Tây Ninh → Fico Hiệp Phước",185,0,0.00053,2.69,1935.96,358152.6,687.47,0,0,,0,,2025-12-27,2025-12-27,2025-12-29,trung_binh,Clinker,,2025-12,"2025-12-29 00:00:00"
HTV-202,5,"Fico Hiệp Phước","Phao SR4 (QX)","Phao SR4 (QX)",,"Fico Hiệp Phước → Phao SR4 (QX)",0,13,0.00083,4.26,0,0,55.38,0,0,,0,,2025-12-30,2025-12-30,,ngan,"Không hàng",,2025-12,"2025-12-30 00:00:00"
HTV-1407,1,"Cảng AHT (Bình Dương)","Cảng Bờ Sông AHT (ST)","Cảng Bờ Sông AHT (ST)",,"Cảng AHT (Bình Dương) → Cảng Bờ Sông AHT (ST)",279,0,0.00058,2.095,1449.23,404335.17,819.02,0,0,,0,,2025-11-25,2025-11-28,2025-12-02,dai,"Sắt bó",,2025-12,"2025-12-02 00:00:00"
HTV-1407,2,"XM Kiên Lương","TN Phú Hữu","TN Phú Hữu",,"XM Kiên Lương → TN Phú Hữu",342,0,0.0005253,2.18,1366.52,467349.84,991.06,0,0,,0,,2025-12-06,2025-12-09,2025-12-10,dai,Clinker,,2025-12,"2025-12-10 00:00:00"
HTV-1407,2,"TN Phú Hữu","Cảng Long Thuận (ĐN)","Cảng Long Thuận (ĐN)",,"TN Phú Hữu → Cảng Long Thuận (ĐN)",0,22,0.00089,3.14,0,0,69.08,0,0,,0,,2025-12-10,2025-12-10,,ngan,"Không hàng",,2025-12,"2025-12-10 00:00:00"
HTV-1407,4,"XM Kiên Lương","Vĩnh Xương (AG) （Đổi lệnh）","Cảng Gò Dầu B","[{""point"":""Cảng Gò Dầu B"",""reason"":"""",""note"":""""}]","XM Kiên Lương → Vĩnh Xương (AG) （Đổi lệnh） → Cảng Gò Dầu B",0,524,0.0005253,2.18,0,0,1142.32,0,1,,0,,2025-12-19,2025-12-23,,dai,"Không hàng",,2025-12,"2025-12-23 00:00:00"
HTV-1407,4,"Cảng Gò Dầu B","Cảng AHT (Bình Dương)","Cảng AHT (Bình Dương)",,"Cảng Gò Dầu B → Cảng AHT (Bình Dương)",140,0,0.00058,2.095,770.51,107871.4,355.87,0,0,,0,,2025-12-19,2025-12-26,2025-12-29,trung_binh,"Sắt phế",,2025-12,"2025-12-29 00:00:00"
HTV-1407,4,,,,,,0,0,0,0,0,0,32,1,0,"Dầu ma nơ tại bến Cảng Gò Dầu B 01 chuyến x 32 lít",32,,2025-12-19,2025-12-26,2025-12-29,,"Sắt phế",,2025-12,"2025-12-29 00:00:00"
HTV-1407,4,"Cảng AHT (Bình Dương)","Cảng Quốc Hằng (ĐN)","Cảng Quốc Hằng (ĐN)",,"Cảng AHT (Bình Dương) → Cảng Quốc Hằng (ĐN)",0,111,0.00058,2.095,0,0,232.55,0,0,,0,,2025-12-19,2025-12-31,,trung_binh,"Không hàng",,2025-12,"2025-12-31 00:00:00"
HTV-1407,4,,,,,,0,0,0,0,0,0,20,1,0,"Dầu bơm nước qua cầu Cảng AHT (Bình Dương) 01 chuyến x 20 lít",20,,2025-12-19,2025-12-31,,,"Không hàng",,2025-12,"2025-12-31 00:00:00"
HTV-1407,1,"Cảng Bờ Sông AHT (ST)","XM Kiên Lương","XM Kiên Lương",,"Cảng Bờ Sông AHT (ST) → XM Kiên Lương",0,197,0.00058,2.095,0,0,412.72,0,0,,0,,2025-12-02,2025-12-04,,trung_binh,"Không hàng",,2025-12,"2025-12-04 00:00:00"
HTV-1407,3,"Cảng Long Thuận (ĐN)","XM Kiên Lương","XM Kiên Lương",,"Cảng Long Thuận (ĐN) → XM Kiên Lương",334,0,0.0005253,2.18,1350.88,451193.92,965.13,0,0,,0,,2025-12-10,2025-12-15,2025-12-17,dai,"Than đá",,2025-12,"2025-12-17 00:00:00"
HTV-1407,3,,,,,,0,0,0,0,0,0,32,1,0,"Dầu ma nơ tại bến Cảng Long Thuận (ĐN) 01 chuyến x 32 lít",32,,2025-12-10,2025-12-15,2025-12-17,,"Than đá",,2025-12,"2025-12-17 00:00:00"
HTV-201,1,"TN Phú Hữu","Tuấn An Phú (BD)","Tuấn An Phú (BD)",,"TN Phú Hữu → Tuấn An Phú (BD)",0,50,0.00052,2.66,0,0,133,0,0,,0,,2025-11-30,2025-11-30,,ngan,"Không hàng",,2025-12,"2025-11-30 00:00:00"
HTV-201,1,"Tuấn An Phú (BD)","Phao Nhà Bè","Phao Nhà Bè",,"Tuấn An Phú (BD) → Phao Nhà Bè",65,0,0.00054,2.71,1907.63,123995.95,243.11,0,0,,0,,2025-12-01,2025-12-01,2026-01-06,ngan,Clinker,,2025-11,"2026-01-06 00:00:00"
HTV-201,1,,,,,,0,0,0,0,0,0,72,1,0,"Dầu ma nơ tại bến nhận hàng Tuấn An Phú (BD)->Phao Nhà Bè 01 chuyến (36 lít+36 lít) x 72 lít",72,,2025-12-01,2025-12-01,2026-01-06,,Clinker,,2025-11,"2026-01-06 00:00:00"
HTV-201,1,"Phao Nhà Bè","Tuấn An Phú (BD)","Tuấn An Phú (BD)",,"Phao Nhà Bè → Tuấn An Phú (BD)",0,65,0.00054,2.71,0,0,176.15,0,0,,0,,2025-12-07,2025-12-07,,ngan,"Không hàng",,2026-01,"2025-12-07 00:00:00"
HTV-201,2,"Tuấn An Phú (BD)","TN Phú Hữu","TN Phú Hữu",,"Tuấn An Phú (BD) → TN Phú Hữu",50,0,0.00052,2.66,1901.51,95075.5,182.44,0,0,,0,,2025-11-30,2025-12-08,2025-12-09,ngan,Clinker,,2025-12,"2025-12-09 00:00:00"
HTV-201,2,,,,,,0,0,0,0,0,0,72,1,0,"Dầu ma nơ tại bến nhận hàng Tuấn An Phú (BD)->TN Phú Hữu 01 chuyến (36 lít+36 lít) x 72 lít",72,,2025-11-30,2025-12-08,2025-12-09,,Clinker,,2025-12,"2025-12-09 00:00:00"
HTV-201,2,"TN Phú Hữu","Fico Tây Ninh","Fico Tây Ninh",,"TN Phú Hữu → Fico Tây Ninh",0,205,0.00053,2.69,0,0,551.45,0,0,,0,,2025-12-11,2025-12-12,,dai,"Không hàng",,2025-12,"2025-12-12 00:00:00"
HTV-201,3,"Fico Tây Ninh","Fico Hiệp Phước","Fico Hiệp Phước",,"Fico Tây Ninh → Fico Hiệp Phước",185,0,0.00053,2.69,1863.42,344732.7,680.36,0,0,,0,,2025-12-13,2025-12-15,2025-12-16,trung_binh,"Đá vôi",,2025-12,"2025-12-16 00:00:00"
HTV-201,3,"Fico Hiệp Phước","Cảng Long Thuận (ĐN)","Cảng Long Thuận (ĐN)",,"Fico Hiệp Phước → Cảng Long Thuận (ĐN)",0,12,0.00083,4.26,0,0,51.12,0,0,,0,,2025-12-16,2025-12-16,,ngan,"Không hàng",,2025-12,"2025-12-16 00:00:00"
HTV-201,4,"Cảng Long Thuận (ĐN)","Tuấn An Phú (BD)","Tuấn An Phú (BD)",,"Cảng Long Thuận (ĐN) → Tuấn An Phú (BD)",72,0,0.00054,2.71,1791.37,128978.64,264.77,0,0,,0,,2025-12-16,2025-12-18,2025-12-19,ngan,"Than đá",,2025-12,"2025-12-19 00:00:00"
HTV-201,4,,,,,,0,0,0,0,0,0,36,1,0,"Dầu ma nơ tại bến Cảng Long Thuận (ĐN) 01 chuyến x 36 lít",36,,2025-12-16,2025-12-18,2025-12-19,,"Than đá",,2025-12,"2025-12-19 00:00:00"
HTV-201,4,"Cảng Long Thuận (ĐN)","Tuấn An Phú (BD)","Tuấn An Phú (BD)",,"Cảng Long Thuận (ĐN) → Tuấn An Phú (BD)",72,0,0.00054,2.71,1791.37,128978.64,264.77,0,0,,0,,2025-12-16,2025-12-18,2025-12-19,ngan,"Than đá",,2025-12,"2025-12-19 00:00:00"
HTV-201,4,,,,,,0,0,0,0,0,0,36,1,0,"Dầu ma nơ tại bến Cảng Long Thuận (ĐN) 01 chuyến x 36 lít",36,,2025-12-16,2025-12-18,2025-12-19,,"Than đá",,2025-12,"2025-12-19 00:00:00"
HTV-201,5,"Tuấn An Phú (BD)","TN Phú Hữu","TN Phú Hữu",,"Tuấn An Phú (BD) → TN Phú Hữu",50,0,0.00052,2.66,1902.66,95133,182.47,0,0,,0,,2025-12-19,2025-12-21,2025-12-23,ngan,Clinker,,2025-12,"2025-12-23 00:00:00"
HTV-201,5,,,,,,0,0,0,0,0,0,72,1,0,"Dầu ma nơ tại bến nhận hàng Tuấn An Phú (BD)->TN Phú Hữu 01 chuyến (36 lít+36 lít) x 72 lít",72,,2025-12-19,2025-12-21,2025-12-23,,Clinker,,2025-12,"2025-12-23 00:00:00"
HTV-201,5,"TN Phú Hữu","Tuấn An Phú (BD)","Tuấn An Phú (BD)",,"TN Phú Hữu → Tuấn An Phú (BD)",0,50,0.00052,2.66,0,0,133,0,0,,0,,2025-12-23,,,ngan,"Không hàng",,2025-12,"2025-12-23 00:00:00"
HTV-201,6,"Tuấn An Phú (BD)","TN Phú Hữu","TN Phú Hữu",,"Tuấn An Phú (BD) → TN Phú Hữu",50,0,0.00052,2.66,1905.39,95269.5,182.54,0,0,,0,,2025-12-23,2025-12-27,2025-12-28,ngan,Clinker,,2025-12,"2025-12-28 00:00:00"
HTV-201,6,,,,,,0,0,0,0,0,0,72,1,0,"Dầu ma nơ tại bến nhận hàng Tuấn An Phú (BD)->TN Phú Hữu 01 chuyến (36 lít+36 lít) x 72 lít",72,,2025-12-23,2025-12-27,2025-12-28,,Clinker,,2025-12,"2025-12-28 00:00:00"
HTV-201,6,"TN Phú Hữu","Tuấn An Phú (BD)","Tuấn An Phú (BD)",,"TN Phú Hữu → Tuấn An Phú (BD)",0,50,0.00052,2.66,0,0,133,0,0,,0,,2025-12-28,,,ngan,"Không hàng",,2025-12,"2025-12-28 00:00:00"
HTV-201,7,"Tuấn An Phú (BD)","TN Phú Hữu","TN Phú Hữu",,"Tuấn An Phú (BD) → TN Phú Hữu",50,0,0.00052,2.66,1903.26,95163,182.48,0,0,,0,,2025-12-28,2025-12-31,2026-01-01,ngan,Clinker,,2025-12,"2026-01-01 00:00:00"
HTV-201,7,,,,,,0,0,0,0,0,0,72,1,0,"Dầu ma nơ tại bến nhận hàng Tuấn An Phú (BD)->TN Phú Hữu 01 chuyến (36 lít+36 lít) x 72 lít",72,,2025-12-28,2025-12-31,2026-01-01,,Clinker,,2025-12,"2026-01-01 00:00:00"
HTV-161,1,"TN Phú Hữu","Cảng SITV (Thị Vải)","Cảng SITV (Thị Vải)",,"TN Phú Hữu → Cảng SITV (Thị Vải)",0,60,0.00064,2.61,0,0,156.6,0,0,,0,,2025-11-26,2025-11-28,,ngan,"Không hàng",,2025-12,"2025-11-28 00:00:00"
HTV-161,1,"Cảng SITV (Thị Vải)","Cảng An Sơn (BD)","Cảng An Sơn (BD)",,"Cảng SITV (Thị Vải) → Cảng An Sơn (BD)",100,0,0.00061,2.514,1371.78,137178,335.08,0,0,,0,,2025-12-02,2025-12-03,2025-12-03,trung_binh,"Tole cuộn",,2025-11,"2025-12-03 00:00:00"
HTV-161,1,,,,,,0,0,0,0,0,0,32,1,0,"Dầu ma nơ tại bến Cảng SITV (Thị Vải) 01 chuyến x 32 lít",32,,2025-12-02,2025-12-03,2025-12-03,,"Tole cuộn",,2025-11,"2025-12-03 00:00:00"
HTV-161,1,"Cảng An Sơn (BD)","Cảng Tuấn An Phú (BD)","Cảng Tuấn An Phú (BD)",,"Cảng An Sơn (BD) → Cảng Tuấn An Phú (BD)",0,105,0.00062,2.508,0,0,263.34,0,0,,0,,2025-12-03,2025-12-05,,trung_binh,"Không hàng",,2025-12,"2025-12-05 00:00:00"
HTV-161,2,"Tuấn An Phú (BD)","TN Phú Hữu","TN Phú Hữu",,"Tuấn An Phú (BD) → TN Phú Hữu",50,0,0.00064,2.61,1528.08,76404,179.4,0,0,,0,,2025-11-26,2025-12-06,2025-12-08,ngan,Clinker,,2025-12,"2025-12-08 00:00:00"
HTV-161,2,,,,,,0,0,0,0,0,0,72,1,0,"Dầu ma nơ tại bến nhận hàng Tuấn An Phú (BD)->TN Phú Hữu 01 chuyến (36 lít+36 lít) x 72 lít",72,,2025-11-26,2025-12-06,2025-12-08,,Clinker,,2025-12,"2025-12-08 00:00:00"
HTV-161,2,"TN Phú Hữu","Tuấn An Phú (BD)","Tuấn An Phú (BD)",,"TN Phú Hữu → Tuấn An Phú (BD)",0,50,0.00064,2.61,0,0,130.5,0,0,,0,,2025-12-08,2025-12-09,,ngan,"Không hàng",,2025-12,"2025-12-09 00:00:00"
HTV-161,3,"Tuấn An Phú (BD)","TN Phú Hữu","TN Phú Hữu",,"Tuấn An Phú (BD) → TN Phú Hữu",50,0,0.00064,2.61,1534.99,76749.5,179.62,0,0,,0,,2025-12-08,2025-12-10,2025-12-12,ngan,Clinker,,2025-12,"2025-12-12 00:00:00"
HTV-161,3,,,,,,0,0,0,0,0,0,72,1,0,"Dầu ma nơ tại bến nhận hàng Tuấn An Phú (BD)->TN Phú Hữu 01 chuyến (36 lít+36 lít) x 72 lít",72,,2025-12-08,2025-12-10,2025-12-12,,Clinker,,2025-12,"2025-12-12 00:00:00"
HTV-161,3,"TN Phú Hữu","Tuấn An Phú (BD)","Tuấn An Phú (BD)",,"TN Phú Hữu → Tuấn An Phú (BD)",0,50,0.00064,2.61,0,0,130.5,0,0,,0,,2025-12-12,2025-12-13,,ngan,"Không hàng",,2025-12,"2025-12-13 00:00:00"
